Area,Bedrooms,Bathrooms,sqft,price_per_sqft,Price
BANGSAR SOUTH,3,2,900,511.1111111111111,460000
BANGSAR SOUTH,4,3,1646,546.172539489672,899000
BANGSAR SOUTH,2,2,1249,640.5124099279424,800000
BANGSAR SOUTH,4,4,1500,666.6666666666666,1000000
BANGSAR SOUTH,4,4,1600,623.75,998000
BANGSAR SOUTH,4,4,1550,641.9354838709677,995000
BANGSAR SOUTH,3,2,1253,654.4293695131684,820000
BANGSAR SOUTH,3,2,1019,608.4396467124632,620000
BANGSAR SOUTH,3,2,1050,563.8095238095239,592000
BANGSAR SOUTH,3,2,1044,526.8199233716475,550000
BANGSAR SOUTH,3,3,1449,697.0324361628709,1010000
BANGSAR SOUTH,3,2,1019,686.9479882237488,700000
BANGSAR SOUTH,3,2,1019,667.3209028459274,680000
BANGSAR SOUTH,4,4,2068,652.8046421663443,1350000
BANGSAR SOUTH,2,1,699,715.307582260372,500000
BANGSAR SOUTH,3,2,1200,648.3333333333334,778000
BANGSAR SOUTH,3,2,900,521.1111111111111,469000
BANGSAR SOUTH,3,2,900,500.0,450000
BANGSAR SOUTH,3,2,900,555.5555555555555,500000
BANGSAR SOUTH,3,2,1044,526.8199233716475,550000
BANGSAR SOUTH,3,2,900,527.7777777777778,475000
BANGSAR SOUTH,3,2,1044,526.8199233716475,550000
BANGSAR SOUTH,5,3,1646,565.0060753341434,930000
BANGSAR SOUTH,4,4,2068,652.8046421663443,1350000
BANGSAR SOUTH,3,2,900,522.2222222222222,470000
BANGSAR SOUTH,3,2,1019,608.4396467124632,620000
BANGSAR SOUTH,3,2,900,516.6666666666666,465000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,1,1,300,696.2933333333333,208888
BANGSAR SOUTH,1,1,300,696.2933333333333,208888
BANGSAR SOUTH,4,4,2068,652.8046421663443,1350000
BANGSAR SOUTH,1,1,500,460.0,230000
BANGSAR SOUTH,4,3,1646,577.1567436208992,950000
BANGSAR SOUTH,3,2,900,555.5555555555555,500000
BANGSAR SOUTH,3,2,900,521.1111111111111,469000
BANGSAR SOUTH,1,1,300,696.2933333333333,208888
BANGSAR SOUTH,3,2,900,533.3333333333334,480000
BANGSAR SOUTH,3,2,1235,647.7732793522267,800000
BANGSAR SOUTH,3,2,900,544.4444444444445,490000
BANGSAR SOUTH,3,2,1235,647.7732793522267,800000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,900,483.3333333333333,435000
BANGSAR SOUTH,3,2,900,527.7777777777778,475000
BANGSAR SOUTH,3,2,900,505.55555555555554,455000
BANGSAR SOUTH,1,1,740,601.3513513513514,445000
BANGSAR SOUTH,3,2,900,533.3333333333334,480000
BANGSAR SOUTH,3,2,1350,577.7777777777778,780000
BANGSAR SOUTH,3,2,1023,477.0283479960899,488000
BANGSAR SOUTH,3,2,900,500.0,450000
BANGSAR SOUTH,3,2,1249,480.3843074459568,600000
BANGSAR SOUTH,3,2,1019,598.6261040235526,610000
BANGSAR SOUTH,3,2,900,611.1111111111111,550000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,1019,574.0922473012757,585000
BANGSAR SOUTH,3,2,1350,544.4444444444445,735000
BANGSAR SOUTH,5,3,1646,540.7047387606318,890000
BANGSAR SOUTH,3,2,900,477.77777777777777,430000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,1,1,320,687.5,220000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,900,477.77777777777777,430000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,1019,578.9990186457311,590000
BANGSAR SOUTH,3,2,900,500.0,450000
BANGSAR SOUTH,3,2,1350,577.7777777777778,780000
BUKIT BINTANG,1,1,300,736.6666666666666,221000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,299,755.8528428093646,226000
BUKIT BINTANG,3,2,782,792.838874680307,620000
BUKIT BINTANG,1,1,350,571.4285714285714,200000
BUKIT BINTANG,1,1,280,785.7142857142857,220000
BUKIT BINTANG,3,2,1560,769.2307692307693,1200000
BUKIT BINTANG,2,2,1248,881.4102564102565,1100000
BUKIT BINTANG,1,1,790,631.6455696202531,499000
BUKIT BINTANG,1,1,300,696.2933333333333,208888
BUKIT BINTANG,1,1,538,1301.1152416356877,700000
BUKIT BINTANG,1,1,578,865.0519031141869,500000
BUKIT BINTANG,1,1,612,751.6339869281046,460000
BUKIT BINTANG,1,1,696,862.0689655172414,600000
BUKIT BINTANG,1,1,624,980.7692307692307,612000
BUKIT BINTANG,3,3,1066,1125.703564727955,1200000
BUKIT BINTANG,1,1,330,608.4848484848485,200800
BUKIT BINTANG,1,1,350,571.4285714285714,200000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,678,818.5840707964602,555000
BUKIT BINTANG,1,1,484,785.1239669421487,380000
BUKIT BINTANG,1,1,411,1155.7177615571777,475000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,624,881.4102564102565,550000
BUKIT BINTANG,4,4,1893,765.9799260433175,1450000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,3,3,1031,774.0058195926285,798000
BUKIT BINTANG,1,1,320,625.0,200000
BUKIT BINTANG,1,1,350,571.4285714285714,200000
BUKIT BINTANG,3,2,1031,832.2017458777885,858000
BUKIT BINTANG,1,1,690,1431.8840579710145,988000
BUKIT BINTANG,1,1,300,696.2933333333333,208888
BUKIT BINTANG,1,1,300,696.2933333333333,208888
BUKIT BINTANG,1,1,300,696.2933333333333,208888
BUKIT BINTANG,1,1,696,833.3333333333334,580000
BUKIT BINTANG,3,2,1441,1006.2456627342124,1450000
BUKIT BINTANG,1,1,300,696.2933333333333,208888
BUKIT BINTANG,1,1,300,696.2933333333333,208888
BUKIT BINTANG,1,1,420,833.3333333333334,350000
BUKIT BINTANG,1,1,300,696.2933333333333,208888
BUKIT BINTANG,3,2,1980,750.0,1485000
BUKIT BINTANG,1,1,688,694.6220930232558,477900
BUKIT BINTANG,1,1,425,870.5882352941177,370000
BUKIT BINTANG,1,1,420,880.952380952381,370000
BUKIT BINTANG,1,1,500,998.0,499000
BUKIT BINTANG,3,3,1063,827.8457196613358,880000
BUKIT BINTANG,2,2,708,918.0790960451977,650000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,3,3,1165,1288.0600858369098,1500590
BUKIT BINTANG,3,2,1031,834.1416100872939,860000
BUKIT BINTANG,3,3,1063,827.8457196613358,880000
BUKIT BINTANG,1,1,350,596.8228571428572,208888
BUKIT BINTANG,2,2,859,1431.8975552968568,1230000
BUKIT BINTANG,1,1,350,914.2857142857143,320000
BUKIT BINTANG,2,2,1410,1063.8297872340424,1500000
BUKIT BINTANG,1,1,300,733.3333333333334,220000
BUKIT BINTANG,1,1,453,1101.5452538631346,499000
BUKIT BINTANG,1,1,485,820.6185567010309,398000
BUKIT BINTANG,1,1,355,901.4084507042254,320000
BUKIT BINTANG,1,1,300,736.6666666666666,221000
BUKIT BINTANG,1,1,300,740.0,222000
BUKIT BINTANG,1,1,696,933.9080459770115,650000
BUKIT BINTANG,1,1,350,842.8571428571429,295000
BUKIT BINTANG,1,1,500,700.0,350000
BUKIT BINTANG,1,1,380,921.0526315789474,350000
BUKIT BINTANG,1,1,550,636.3636363636364,350000
BUKIT BINTANG,1,1,745,738.255033557047,550000
BUKIT BINTANG,1,1,506,1027.6679841897233,520000
BUKIT BINTANG,3,2,1492,857.9088471849866,1280000
BUKIT BINTANG,2,1,775,900.6451612903226,698000
BUKIT BINTANG,4,4,3300,1206.060606060606,3980000
BUKIT BINTANG,2,2,859,1431.8975552968568,1230000
BUKIT BINTANG,2,2,859,1431.8975552968568,1230000
BUKIT BINTANG,1,1,300,736.6666666666666,221000
BUKIT BINTANG,3,3,1063,835.3715898400752,888000
BUKITJALIL,3,3,1003,468.59421734795615,470000
BUKITJALIL,3,2,1190,512.6050420168067,610000
BUKITJALIL,4,2,1101,495.9128065395095,546000
BUKITJALIL,3,2,960,498.9583333333333,479000
BUKITJALIL,3,2,1115,430.4932735426009,480000
BUKITJALIL,3,2,953,451.20671563483734,430000
BUKITJALIL,3,3,1003,468.59421734795615,470000
BUKITJALIL,3,3,1001,469.53046953046953,470000
BUKITJALIL,3,2,1100,436.3636363636364,480000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,3,1033,484.027105517909,500000
BUKITJALIL,3,3,1023,586.5102639296188,600000
BUKITJALIL,2,1,730,602.7397260273973,440000
BUKITJALIL,3,3,1004,537.8486055776892,540000
BUKITJALIL,3,2,1407,496.80170575692966,699000
BUKITJALIL,4,3,1335,599.2509363295881,800000
BUKITJALIL,3,2,1009,495.5401387512388,500000
BUKITJALIL,3,2,1267,497.23677979479083,629999
BUKITJALIL,3,2,1457,432.3946465339739,629999
BUKITJALIL,3,2,1050,428.57142857142856,450000
BUKITJALIL,3,2,1267,501.18389897395423,635000
BUKITJALIL,3,2,1297,470.3161141094834,610000
BUKITJALIL,3,2,1200,516.6666666666666,620000
BUKITJALIL,3,2,1212,513.2013201320132,622000
BUKITJALIL,3,2,1335,483.14606741573033,645000
BUKITJALIL,3,2,1212,511.55115511551156,620000
BUKITJALIL,4,2,1335,599.2509363295881,800000
BUKITJALIL,3,2,1050,461.9047619047619,485000
BUKITJALIL,1,1,680,411.7647058823529,280000
BUKITJALIL,3,2,1074,521.415270018622,560000
BUKITJALIL,3,2,1325,495.8490566037736,657000
BUKITJALIL,3,2,1200,466.6666666666667,560000
BUKITJALIL,3,2,1404,532.7635327635328,748000
BUKITJALIL,4,3,1545,621.3592233009708,960000
BUKITJALIL,4,3,1530,601.3071895424837,920000
BUKITJALIL,4,3,1535,628.6644951140065,965000
BUKITJALIL,4,3,1540,600.6493506493506,925000
BUKITJALIL,3,2,1154,606.5857885615251,700000
BUKITJALIL,3,2,1190,513.4453781512605,611000
BUKITJALIL,3,2,1404,490.66096866096865,688888
BUKITJALIL,4,2,1226,469.8205546492659,576000
BUKITJALIL,4,2,1101,496.82107175295187,547000
BUKITJALIL,3,2,960,498.9583333333333,479000
BUKITJALIL,3,2,1407,490.40511727078894,690000
BUKITJALIL,3,2,1050,419.04761904761904,440000
BUKITJALIL,4,2,1212,478.54785478547853,580000
BUKITJALIL,3,2,1116,443.5483870967742,495000
BUKITJALIL,3,2,1232,487.012987012987,600000
BUKITJALIL,3,2,890,503.3707865168539,448000
BUKITJALIL,4,3,1250,644.0,805000
BUKITJALIL,3,2,1232,470.7792207792208,580000
BUKITJALIL,2,2,917,490.73064340239915,450000
BUKITJALIL,3,3,1023,498.533724340176,510000
BUKITJALIL,3,2,954,429.7683438155136,409999
BUKITJALIL,1,1,650,446.15384615384613,290000
BUKITJALIL,3,3,1003,538.3848454636092,540000
BUKITJALIL,3,2,1238,484.6526655896607,600000
BUKITJALIL,3,2,1236,481.3915857605178,595000
BUKITJALIL,4,3,1513,641.1103767349637,970000
BUKITJALIL,3,3,1200,500.0,600000
BUKITJALIL,3,2,1009,560.9514370664024,566000
BUKITJALIL,3,2,1000,450.0,450000
BUKITJALIL,1,1,650,553.8461538461538,360000
BUKITJALIL,3,2,1000,465.0,465000
BUKITJALIL,3,3,860,674.4186046511628,580000
BUKITJALIL,3,3,1100,462.72727272727275,509000
BUKITJALIL,3,3,1025,487.8048780487805,500000
BUKITJALIL,3,2,1469,435.67052416609937,640000
BUKITJALIL,3,2,1100,409.09090909090907,450000
BUKITJALIL,3,2,925,410.81081081081084,380000
BUKITJALIL,3,2,917,468.92039258451473,430000
BUKITJALIL,3,2,972,584.156378600823,567800
BUKITJALIL,3,3,1003,537.3878364905285,539000
BUKITJALIL,4,2,1154,580.5892547660312,670000
BUKITJALIL,3,2,890,505.6179775280899,450000
BUKITJALIL,3,3,1003,468.59421734795615,470000
BUKITJALIL,3,2,1400,492.0628571428571,688888
BUKITJALIL,3,3,1003,518.444666001994,520000
BUKITJALIL,3,2,1325,513.2075471698113,680000
BUKITJALIL,4,3,1600,456.25,730000
BUKITJALIL,4,3,1513,647.7197620621282,980000
BUKITJALIL,3,2,1050,504.76190476190476,530000
BUKITJALIL,3,2,1200,600.0,720000
BUKITJALIL,3,2,1000,445.0,445000
BUKITJALIL,3,2,1404,484.33048433048435,680000
BUKITJALIL,3,2,1232,478.8961038961039,590000
BUKITJALIL,1,1,350,571.4285714285714,200000
BUKITJALIL,3,3,1325,520.7547169811321,690000
BUKITJALIL,3,2,1506,664.0106241699867,1000000
BUKITJALIL,3,2,1506,664.0106241699867,1000000
BUKITJALIL,4,2,1300,620.7692307692307,807000
BUKITJALIL,3,2,1232,511.3636363636364,630000
BUKITJALIL,4,3,1513,644.4150693985459,975000
BUKITJALIL,5,3,1513,641.1103767349637,970000
BUKITJALIL,3,2,1154,606.5857885615251,700000
BUKITJALIL,3,2,1400,514.2857142857143,720000
BUKITJALIL,1,1,775,322.5806451612903,250000
BUKITJALIL,4,2,1786,425.531914893617,760000
BUKITJALIL,4,3,1293,525.9087393658159,680000
BUKITJALIL,3,3,1023,635.386119257087,650000
BUKITJALIL,3,2,1257,451.8695306284805,568000
BUKITJALIL,2,2,740,605.4054054054054,448000
BUKITJALIL,3,2,1469,435.67052416609937,640000
BUKITJALIL,3,2,1404,470.0854700854701,660000
BUKITJALIL,3,3,1415,667.8445229681979,945000
BUKITJALIL,4,3,1513,588.2352941176471,890000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,2,1,700,484.42857142857144,339100
BUKITJALIL,1,1,320,625.0,200000
BUKITJALIL,5,3,1513,647.7197620621282,980000
BUKITJALIL,5,3,1513,660.9385327164574,1000000
BUKITJALIL,3,2,1091,417.0485792850596,455000
BUKITJALIL,3,2,1091,417.0485792850596,455000
BUKITJALIL,3,2,1073,484.62255358807084,520000
BUKITJALIL,3,2,925,419.4594594594595,388000
BUKITJALIL,3,3,890,615.7303370786517,548000
BUKITJALIL,3,2,1116,412.18637992831543,460000
BUKITJALIL,3,2,1091,417.0485792850596,455000
BUKITJALIL,4,3,1250,508.0,635000
BUKITJALIL,4,3,1410,471.63120567375887,665000
BUKITJALIL,3,2,985,558.3756345177665,550000
BUKITJALIL,3,2,1116,443.5483870967742,495000
BUKITJALIL,3,2,1116,430.10752688172045,480000
BUKITJALIL,3,2,1404,487.0997150997151,683888
BUKITJALIL,3,2,1090,417.43119266055044,455000
BUKITJALIL,3,2,1003,498.5044865403789,500000
BUKITJALIL,3,2,1073,493.94221808014913,530000
BUKITJALIL,3,2,1010,543.6594059405941,549096
BUKITJALIL,3,2,1100,409.09090909090907,450000
BUKITJALIL,3,2,1236,517.799352750809,640000
BUKITJALIL,3,2,1154,606.5849220103986,699999
BUKITJALIL,3,2,1185,573.8396624472574,680000
BUKITJALIL,3,3,1200,665.8333333333334,799000
BUKITJALIL,3,2,972,584.156378600823,567800
BUKITJALIL,3,3,1023,493.6461388074291,505000
BUKITJALIL,3,2,925,410.81081081081084,380000
BUKITJALIL,3,3,1003,468.59421734795615,470000
BUKITJALIL,3,2,1154,667.2443674176776,770000
BUKITJALIL,3,2,1000,415.0,415000
BUKITJALIL,3,2,1000,418.0,418000
BUKITJALIL,3,2,1270,480.31496062992125,610000
BUKITJALIL,4,3,2000,650.0,1300000
BUKITJALIL,3,2,895,424.5810055865922,380000
BUKITJALIL,3,2,1023,606.060606060606,620000
BUKITJALIL,3,2,1407,483.29779673063257,680000
BUKITJALIL,3,3,1100,459.09090909090907,505000
BUKITJALIL,3,3,1003,468.59421734795615,470000
BUKITJALIL,3,3,1003,513.4596211365903,515000
BUKITJALIL,3,3,1003,468.59421734795615,470000
BUKITJALIL,3,2,1407,604.1222459132907,850000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,2,1154,606.5857885615251,700000
BUKITJALIL,3,2,1003,498.5044865403789,500000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,2,1100,453.6363636363636,499000
BUKITJALIL,3,2,1000,500.0,500000
BUKITJALIL,3,2,1772,502.8216704288939,891000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,2,1190,512.6050420168067,610000
BUKITJALIL,3,2,1407,496.80170575692966,699000
BUKITJALIL,1,1,330,636.3636363636364,210000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,3,2,895,424.5810055865922,380000
BUKITJALIL,3,2,1190,512.6050420168067,610000
BUKITJALIL,3,3,1003,468.59421734795615,470000
BUKITJALIL,3,3,1003,543.369890329013,545000
BUKITJALIL,3,2,925,424.86486486486484,393000
BUKITJALIL,3,2,1234,510.5348460291734,630000
BUKITJALIL,4,3,1513,644.4150693985459,975000
BUKITJALIL,3,3,1003,538.3848454636092,540000
BUKITJALIL,4,3,1324,550.6042296072508,729000
BUKITJALIL,3,2,1300,576.9230769230769,750000
BUKITJALIL,3,2,1232,465.0974025974026,573000
BUKITJALIL,4,2,1279,453.47928068803753,580000
BUKITJALIL,2,2,735,583.4013605442177,428800
BUKITJALIL,3,3,1003,483.5493519441675,485000
BUKITJALIL,3,2,1400,475.0,665000
BUKITJALIL,3,3,1324,550.6042296072508,729000
BUKITJALIL,3,3,1023,635.386119257087,650000
BUKITJALIL,3,3,1003,498.5044865403789,500000
